,ID,label,tanggal,judul,narasi,nama file gambar
151,34219,1,5-Apr-20,Video Gereja minta di azankan corona ga aktif bila di dengarkan azan,video gereja corona aktif dengar gereja dasar corona aktif dengar,34219.png
152,34294,1,30-Mar-20,Video In America there has been looting everywhere for fear of the corona virus,video corona virus corona virus,34294.png
153,34315,1,28-Mar-20,Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made Indonesia,foto korea tulis indonesia indonesia pabrik tiongkok indonesia foto lihat tulis tulis korea tulis bahasa inggris warna nomor tarik tulis indonesia,34315.jpg
154,34480,0,16-Mar-20,Update Status Terkait Penutupan Beberapa Destinasi Wisata di DIY,status kait tutup komunikasi menteri bumn presiden jokowi laku tutup,34480.png
155,34508,1,14-Mar-20,Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang,pasien virus corona rumah sakit selamat sore barusan info pasien virus corona rumah sakit waspada kunjung pakai masker,34508.png
156,34642,1,19-Feb-20,Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta,siaga  virus corona  meikarta siaga  virus corona kabar daerah lippo serang corona  dunia himbauan warga wajib pakai masker virus corona pusat virus corona buah usaha meikarta perintah tindak aksi habib bekas perintah virus corona bekas,34642.jpg
157,34698,1,12-Feb-20,"Video Mata juling Akibat main game ular yg lgi trending skrang, hati Gaeeees",video mata main game ular hati gaeeees main game ular hati gaeeees,34698.png
158,35185,1,21-Nov-19,"Judul Artikel Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang Kuat",judul artikel lapor pdip tahan kuat artikel   news artikel judul lapor pdip tahan kuat artikel tulis,35185.jpg
159,35355,1,13-Oct-19,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar,turki lari tabrak rencana teroris bahan bakar turki lari tabrak rencana teroris bahan bakar ahli putus ambil detik selamat  tumpang teroris khilafah nkri,35355.png
160,35678,1,22-Aug-19,royalty 8 ribu rupiah setiap WA, rupiah hati hilang derita anak video anak  rupiah moga aamiin,35678.png
161,35778,1,24-Jul-19,"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu",artikel bilang bilang,35778.png
162,36229,1,2-May-19,Menpora Imam Nahrawi Mundur Dari Jabatannya,imam mundur jabat info belah,36229.jpg
163,36276,0,25-Apr-19,Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih yang Gila,klarifikasi kpu kait nyata  pilih pilih hoax putus   pilih ganggu jiwa hoax    ,36276.png
164,36328,0,22-Apr-19,15 Kotak Suara DPRD Jambi Dibakar OTK, suara dprd bakar berita tv one hubung  kpu bakar oknum hilang bukti paham suara,36328.jpg
165,36472,1,25-Mar-19,Metro TV Memberitakan Penyerang Senator Australia Ternyata Pengagum Jokowi,metro tv berita serang australia nyata jokowi klaim metro tv kenal malu putus besok ganti air klaim bangun,36472.png
166,36677,1,23-Feb-19,SBY suruh coblos nomor 01 @Jokowi Amin,sby suruh coblos nomor  jokowi sby suruh coblos nomor  jokowi ,36677.png
167,36731,1,12-Feb-19,Foto Gajah Menolong Anak Singa Dengan Belalainya.,foto anak lintas anak panas anak,36731.png
168,37577,1,29-Sep-18,White Koffie Berbahaya Karena Kandungannya Mudah Terbakar,bahaya kandung mudah bakar kopi suka kopi beli takut minum,37577.jpg
169,37589,1,28-Sep-18,A Zambian student in China was beaten to death,china china,37589.jpg
170,37755,1,3-Sep-18,: Surat Panggilan Wawancara Calon Pegawai Bank Indonesia,surat panggil wawancara calon pegawai bank indonesia edar media sosial surat edar mengatasnamakan bank indonesia panggil wawancara calon pegawai,37755.jpg
171,37757,1,3-Sep-18,Lapangan Mustika Ratu di Bekasi Dijadikan Tempat Acara Dalam Poster Undangan #2019GantiPresiden,lapang bekas poster undang gantipresiden poster edar media sosial rawan nasional gantipresiden kabupaten bekas rencana gelar deklarasi lapang camat   ,37757.jpg
172,37904,1,12-Agu-18,Bu Mega aja setuju PKI bangkit masak kalian enggak?,pki bangkit masak allah akbar  pikir politik pdip,37904.png
173,37905,0,12-Agu-18,Indo Barometer Bantah Buat Hasil Survei Pilpres 2019 antara Jokowi dan Prabowo,bantah survei pilpres  jokowi prabowo nyata meme survei pilpres  hoax alias klarifikasi data direktur  ,37905.png
174,38203,1,26-Jun-18,Valid! Jokowi Menjual Indonesia,jokowi jual indonesia jokowi jual indonesia,38203.png
175,38429,0,8-May-18,Tulisan #2019gantipresiden di Struk Pembayaran Ayam Geprek Eskom,tulis gantipresiden bayar klarifikasi tulis gantipresiden rupa oknum karyawan hak,38429.png
176,38474,1,30-Apr-18,Selebaran Kupon Bazaar Beras Murah Bergambar Wajah Charles Honoris dari Kader PDIP Perjuangan,beras murah gambar wajah kader pdip juang monas tangan logo kader pdip dki  bilang tipu dasar,38474.jpg
177,38576,0,17-Apr-18,: LSF Mengklarifikasi Terkait Pemotongan 7 Menit Durasi Film Avengers Infinity War,klarifikasi kait potong  menit film klarifikasi kait potong  menit film,38576.png
178,39528,0,29-Oct-17,"Yang Nangkap Polisi Kamboja, yang Ribut Netizen Indonesia",polisi netizen indonesia polisi netizen indonesia,39528.png
179,39813,0,4-Jul-17,: Baliho Red Army di Kota Malang Adalah Simbol Kebangkitan PKI,kota malang simbol bangkit pki lihat komunis vietnam china,39813.jpg
180,40379,1,16-Dec-16,Pelatihan Masjid Cyber Army di Masjid Baitul Ihsan Bank Indonesia,latih masjid masjid bank indonesia hadir latih masjid  desember  jam     masjid bank indonesia jakarta pusat,40379.jpg
181,40609,1,18-Oct-16,PERNYATAAN GUBERNUR PAPUA YANG SEBUT BELA AHOK,nyata gubernur papua bela ahok gubernur muslim gubernur dki presiden indonesia papua merdeka,40609.jpg
182,40671,1,24-Jul-16,"ABSEN DI ACARA HARI ANAK NASIONAL, JOKOWI PILIH HADIRI SILATNAS RELAWAN",anak nasional jokowi pilih hadir rawan presiden joko widodo jokowi puncak anak nasional    timbul anak provinsi,40671.jpg
183,41138,1,8-Aug-20,"Video BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI",video berita mulyani sanggup serah tugas berita mulyani sanggup serah tugas,41138.jpg
184,41158,1,7-Aug-20,Pesan Berantai Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker,pesan buah pintu pintu masker pintu pintu masker masker perintah masker foto lihat masker lapor masker masker rampok ambil masker asing putus jahat periode covid harap hati informasi manfaat waspada waspada kenal,41158.jpg
185,41437,1,16-Jul-20,Beberapa RSUD Di Jakarta dan Depok Ditutup Karena Karyawan Positif Covid-19,rsud jakarta depok tutup karyawan positif covid temen info rumah sakit paksa tutup karyawan positif,41437.jpg
186,41551,1,6-Jul-20,WNA Diangkat Menjadi Direksi di BUMN,wna angkat bumn info bumn warga negara australia angkat direktur bisnis rumah sakit bumn warga negara asing bumn indonesia bantu sebar info,41551.jpg
187,41685,1,18-Jun-20,sakitnya apa di diagnosa nya covid,sakit covid busuk sakit covid covid mati covid covid data,41685.png
188,41729,1,13-Jun-20,Miscaptioned Wolfpack Photo,photo  group   one one group,41729.png
189,41846,1,29-May-20,"Disebut Banyak Jamur dan Barang Kadaluwarsa, Warga  Diimbau Tak ke Mal",jamur warga imbau temen buka mall mall tutup rusak jamur,41846.png
190,42021,1,13-May-20,Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717,vaksin  vaksin  istri tulis surat obat cerita perempuan anak kumpul alami surat tua produksi pakai vaksin surat   temu vaksin laku teliti  temu produksi vaksin  vaksin produksi vaksin habis uang tulis surat abdul syarat pindah tolak syarat  dokter teliti kirim bantu   harga  vaksin bawa januari  vaksin produksi,42021.png
191,42191,1,29-Apr-20,Profesor Dr Tasuku Honjo mengatakan bahwa virus korona itu tidak alami. Cina telah membuatnya,virus korona alami cina dokter jepang cipta media virus korona alami alami pengaruh dunia suhu negara alami dampak buruk negara suhu cina,42191.png
192,42706,1,13-Mar-20,"jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19",mall lockdown covid indonesia  jakarta  mall lockdown covid,42706.png
193,42719,1,12-Mar-20,minuman beralkohol bisa mengurangi risiko infeksi dari novel coronavirus; COVID-19,minum infeksi novel covid teliti luas temu konsumsi minum bantu infeksi covid minum bersih bersih,42719.png
194,42748,1,10-Mar-20,"Foto Anak Durhaka berubah menjadi Buaya di Gunung Picung, Kecamatan Tenjolaya, Kabupaten Bogor",foto anak ubah gunung camat kabupaten bogor warga bogor anak anak batu sang gunung kabupaten bogor berita berita anak ubah batu kembang cepat media sosial facebook,42748.png
195,43573,1,8-Oct-19,Keren yah.Mobil SITAAN.Masih bisa keluar.Maha Benar Lembaga Tersuci,mobil mobil,43573.png
196,43913,1,8-Aug-19,Foto Pekerja SUTET Setelah Peristiwa Mati Listrik Jakarta-Jabar-Banten,foto mati listrik jakarta   jabar   banten usaha,43913.png
197,43977,1,24-Jul-19,OKTOBER 2019 PRABOWO-SANDI DILANTIK,oktober  prabowo   sandi lantik menang pilpres  lantik pasal   menang pilpres menang  wilayah provinsi suara wilayah provinsi ,43977.png
198,44167,1,24-Jun-19,Ada penampakan Jin mata sipit di belakang hakim MK,mata hakim mata hakim edit nyata asli lihat video cina,44167.png
199,44891,1,16-Feb-19,Ahok Gantikan Maruf Amin?,ahok ganti maruf ahok ganti,44891.png
200,45093,1,20-Jan-19,Tusuk Gigi dan Kunyit Pendeteksi Borax,tusuk deteksi simbol jari daerah paksa tutup jari kaya buah,45093.png
201,45795,0,25-Sep-18,Polri Minta Kominfo Blokir Situs SkandalSandiaga.com,polri kominfo blokir situs komunikasi blokir situs humas polda metro jaya  ,45795.jpg
202,46050,1,20-Agu-18,"Penculikan Anak di Kusan Hilir, Kabupaten Tanah Bumbu, Kalimantan Selatan",culi anak kabupaten tanah kalimantan,46050.jpg
203,46719,0,24-Apr-18,Video Jokowi Bagi-Bagi Duit 2016 Dipelintir,video jokowi  laku jawa video  edar media sosial,46719.png
204,46869,1,27-Mar-18,Siap-siap Konsumsi Garam Impor dari China,konsumsi garam impor china garam impor china,46869.png
205,47263,1,18-Jan-18,BAHAYA MEMBERI UCAPAN SELAMAT DENGAN .GIF DI WHATSAPP,bahaya selamat whatsapp info,47263.jpg
206,47470,1,9-Dec-17,Lowongan Kerja Garuda Indonesia,lowong garuda indonesia garuda indonesia persero undang tarik muda gabung udara keliling dunia kenal indonesia silah kirim surat garuda   indonesia gaji       gantung,47470.jpg
207,47485,1,8-Dec-17,Rakyat Vietnam Usir Ribuan Warga Cina,rakyat vietnam warga cina kalah rakyat vietnam malaysia china manusia,47485.jpg
208,47620,1,16-Nov-17,Ridwan Kamil akan Ditinggal Pemilih Religius pada Pilgub Jabar karena Mendukung LGBT,ridwan kamil pilih jabar dukung lgbt dukung lgbt ridwan kamil pilih pilkada jawa,47620.jpg
209,47636,0,16-Nov-17,Ketika Emosi Dominasi Politik,politik politik,47636.png
210,47875,0,27-Sep-17,"Bahasa Jepang Ike Dikonotasikan sebagai kata Komunis, Sipit, PKI dan LGBT",bahasa jepang komunis pki lgbt tua putra putri putra   putri ilmu agama putar   putri hancur   komunis mata,47875.jpg
211,48121,0,12-Apr-17,"Anies Kalah, Muslim Marah, Siap Revolusi",anies kalah muslim marah rekam nyata ujung kampanye kalah,48121.jpg
212,48399,1,25-Jan-17,Klarifikasi Penyebar Berita Detikcom Hoax,klarifikasi sebar berita hoax media online media daring,48399.jpg
213,48435,1,17-Jan-17,: FPI Bubarkan Pengobatan Gratis DPP PDI Perjuangan di Tambora,fpi bubar obat gratis pdi juang pasang calon gubernur gubernur dki basuki   djarot hadap tindak keras laku kampanye laku kelompok bendera agama tulis fpi henti paksa sosial obat gratis laku bencana pdi juang lurah jembatan camat  januari ,48435.jpg
214,48758,1,18-Nov-16,: Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,logo bank indonesia pecah bendera tentara komunis logo bank indonesia pecah bendera tentara komunis,48758.jpg
215,48981,1,3-Mar-16,Biskuit Crispy Crackers diklaim mengandung lilin karena mudah terbakar,klaim kandung mudah bakar kandung mudah bakar,48981.jpg
216,49087,1,30-Oct-15,Rokok Marlboro Berisi Ganja,rokok rokok jual rokok produk pasar sedia negara,49087.jpg
217,49462,1,29-Jul-20,5G antenna in your mask,,49462.png
218,49858,1,22-Jun-20,PKS menolak apa bersandiwara?,pks tolak pks tolak,49858.png
219,49902,1,16-Jun-20,Di Jerman tiba2 terdapat *awan hitam tedengar suara adzan sedangkan lingkungan sekitar tdk ada masjid,jerman hitam suara adzan masjid jerman hitam suara adzan masjid lokasi nonton ambil gambar rekam suara adzan silah saksi,49902.png
220,49915,1,15-Jun-20,"Di film kapten amerika, capten steve bangun pada masa modern dan kamu bisa lihat virus corona",film bangun lihat virus corona bangun lihat virus corona,49915.png
221,50152,1,18-May-20,Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi,jaga jaga,50152.png
222,50576,1,8-Apr-20,Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19,masjid gelar pandemi covid menteri agama masjid laksana sholat buka puasa jaga bersih waspada,50576.jpg
223,50766,1,23-Mar-20,Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari,pasar karang besok tutup   saudara beli obat sedia rumah karna obat butuh tip obat libur pasar karang besok tutup karna perintah beli,50766.jpg
224,50920,1,12-Mar-20,Area Kantor Nokia di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal,kantor bersih karyawan kantor besok bersih karyawan  kemarin  maret  maret corona   depok lucu  ,50920.jpg
225,51471,1,8-Dec-19,ISTANA MERESMIKAN BAHWA PKI DIPERBOLEHKAN DI INDONESIA,istana resmi pki indonesia istana resmi pki indonesia,51471.png
226,51678,1,26-Oct-19,Razia Indomie di Taiwan,siar berita malam buah tv berita indonesia kandung bahan pakai bahan rusak hati perintah turun jual toko kota jual,51678.png
227,51699,1,21-Oct-19,Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden dan Wakil Presiden,polisi mobil bahan ledak lantik presiden presiden bilang lantik presiden aparat mobil polisi palsu bahan ledak,51699.png
228,51856,1,25-Sep-19,mahasiswa usir para penumpang gelap ini,mahasiswa tumpang mahasiswa tumpang,51856.png
229,51873,1,23-Sep-19,Artikel Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan di Indonesia,artikel jokowi china bantu bakar hutan indonesia bakar china bantu saudara indonesia bakar hutan,51873.png
230,51884,1,20-Sep-19,"Padahal Baru 35 Menit Lalu di Riau, Tiba-Tiba Sekarang Sudah Di Jakarta", menit riau jakarta  menit bakar hutan lahan riau jakarta hoax,51884.png
231,52423,1,11-Jun-19,Posko Perlawanan Kebangkitan PKI di Glodok,lawan bangkit pki lawan bangkit pki daerah,52423.png
232,52685,1,23-Apr-19,Ketua KPU 2014 Husni Kamil Mayatnya Penuh Bercak Darah,ketua kpu  kamil mayat penuh darah cek tangkap layar,52685.png
233,52896,1,20-Mar-19,"Jembatan di Palembang Dipenuhi Pendukung Jokowi, Saking Penuhnya Seperti Tumpukan Pasir",jembatan palembang penuh dukung jokowi penuh allah palembang jokowi,52896.png
234,53060,1,23-Feb-19,Rakyat Cina Sudah Mendatangi KPU Surabaya untuk Daftar Sebagai DPT Pemilu,rakyat cina kpu surabaya daftar aksi kpu foto ambil kpu daerah surabaya jawa timur rakyat china kpu daftar,53060.png
235,53879,1,09-Okt-18,Tak Benar Kwik Kian Gie Meninggal Dunia,dunia,53879.jpg
236,54060,1,15-Sep-18,jelas jelas manusia ini pro PKI,manusia pro pki manusia pasang pancasila komunis kanan isis cebong giat manusia pro pki,54060.jpg
237,54451,0,17-Jul-18,BKD Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan CPNS 2018,provinsi papua janji  papua uang janji,54451.png
238,54482,1,11-Jul-18,14 TNI diselundupkan ke tanah Arab, tni tanah arab palestina,54482.png
239,54490,1,11-Jul-18,Penangkapan Tuyul di Desa Karangejo Blitar,tangkap desa ,54490.jpg
240,54602,1,25-Jun-18,Ternyata Sebenarnya Mereka Tentara Cina yang Nyamar,nyata tentara cina tangkap tiongkok proyek kereta api cepat,54602.png
241,54760,1,16-May-18,Penyusup di GPIB Maranatha Bandung,bandung bandung berita kait duga teroris wilayah hukum bandung rupa berita hoax hoax  ,54760.png
242,55282,1,22-Feb-18,"Dilaporkan ke Polisi karena Hate Speech, Pendiri Seword.com Anggap Salah Alamat",lapor polisi anggap buah artikel gubernur gubernur pilih dki jakarta anies baswedan sandiaga uno bahasa jawa artikel gambar tulis konten berita maksud ubah hapus tulis maksud akses,55282.jpg
243,55491,0,11-Jan-18,: Penerapan Sistem Ganjil Genap di Tol Cikampek,terap sistem tol rencana batas kendara dasar nomor   tol jakarta   coba    coba sistem laku,55491.jpg
244,55714,0,30-Nov-17,Pemerintah dengan asik duduk dikursi diskusi dan bilang...,perintah duduk bilang bantu rakyat indonesia dunia sakit hati lihat saudara laku kuasa damai lihat damai,55714.png
245,56096,1,21-Sep-17,"The un, OIC, world human rights organization have become blind..",world world myanmar world,56096.png
246,56707,1,1-Jan-17,Pelaku Pembunuhan Pulo Mas Ridwan Sitorus alias Ius Pane Ditangkap di Medan,laku bunuh ridwan alias tangkap medan ridwan alias tangkap medan,56707.jpg
247,57163,1,20-Mar-16,Fenomena Equinox Bikin Suhu Jadi 40 Derajat Celcius di Indonesia,bikin suhu  indonesia informasi pengaruh malaysia singapura indonesia  saran rumah jam   ,57163.png
248,57372,1,21-Aug-20,Foto Jokowi Mengukur Baju Karya Desainer Ivan Gunawan,foto jokowi ukur baju karya contoh pimpin rakyat hati baju lihat rakyat hadir deklarasi karya kenal,57372.jpg
249,57800,1,18-Jul-20,Instruksi Gubernur DKI Jakarta Penilangan Untuk yang Tidak Bermasker Melalui Pikobar,instruksi gubernur dki jakarta tilang masker anggota grup instruksi gubernur dki jakarta rapat tim tugas covid  dki jakarta,57800.jpg
250,57806,1,16-Jul-20,Pendukung Fanatik Jokowi Meninggal Setelah Berjalan 15 Kilometer,dukung jokowi  banser cebong cepat,57806.png
251,57915,1,7-Jul-20,Breaking News: Megawati Mengundurkan Diri Dari Ketua Umum PDIP,breaking news megawati ketua pdip umat islam serang putih megawati ketua pdip,57915.png
252,58025,1,25-Jun-20,Ruslan Buton Dipecat dari TNI karena Tolak TKA China,pecat tni tolak china  tangkap china malu china bawa usaha kasih   tangkap daerah,58025.png
253,58201,1,3-Jun-20,Geoge Floyd tewas ditembak,tewas tembak pemuda hitam tewas tembak polisi polisi bantah rekam cctv edar rusuh tangkap   share video cctv,58201.png
254,58268,1,25-May-20,kadus dihakimi warga sampai babak belur akibat pembagian sembako corona tidak tepat sasaran,hakim warga sembako corona kepala sembako massa kepala hakim warga sembako corona,58268.png
255,58329,1,18-May-20,Wapres Tidak Masalah Konser Di Bulan Ramadhan Malah Anda Ikut Nonton& Ikut Berdonasi Pahalanya Melebihi Berpuasa,wapres nonton donasi puasa tari rakyat lockdown rakyat rakyat suruh rumah rakyat suruh mudik rakyat suruh ibadah rumah  mei pki   turun nonton donasi pki ,58329.png
